latlon,map.links,listing,event.dates,event.location.links
"(33.77104, -84.36480)",http://clatl.com/atlanta/Map?oid=1294950,"
      
      
        
User Submitted

        
        
          Pro-Pain
        
        
        
      

      

      

      
         Sat., June 4, 7-11 p.m.
      
      
      
         404-577-8178
      
      

      
      Rock/Pop

      
        
           
          Since their crushing 1992 NAIRD nominated debut album Foul Taste Of Freedom, PRO-PAIN have become a staple in the diets of heavy music listeners around the globe.

          $20

          
        
      
      
      
        http://www.masqueradeatlanta.com/events/pro-pain
      
      
      
      
    ",2016-06-04,http://clatl.com/atlanta/Map?oid=1294950
"(33.83528, -84.25108)",http://clatl.com/atlanta/Map?oid=3330617,"
      
      
        
User Submitted

        
        
          SoulSmiles Concert Series
        
        
        
      

      

      

      
         Sat., June 4, 7-10 p.m.
      
      
      
         678-465-8775
      
      
        terone@taters4art.com
      

      
      Hip-hop/Soul, Blues/Jazz

      
        
           
          SoulSmiles Concert Series presents an unplugged experience like no other! Opening with Zakiya Harmony and featuring an intimate hour with Kim Joyce and sounds by DJ GumboSoul. Seating is limited, and the event is RSVP only. Food is included.

          $35

          
        
      
      
      
        http://www.taters4art.com/soulsmiles
      
      
      
      
    ",2016-06-04,http://clatl.com/atlanta/Map?oid=3330617
"(33.76376, -84.35081)",http://clatl.com/atlanta/Map?oid=1300980,"
      
      
        
        
        
          The Dingalogues (+Spotlight)
        
        
        
      

      

      

      
         Sat., June 4, 7-8:30 p.m.
      
      
      
      

      
      Theater

      
        
           
          What do you get when you put a Social Activist,a Preacher,a Military Vet,a Butch Queen,a Drag Queen,and a Transgender FTM in a pot and shake 'em up? You get ""The Dingalogues"",an original stage dramedy showcasing the spectrum of masculinity in the gay community, written and produced by Atlanta's own theatrical elite.

          

          
        
      
      
      
      
      
      
    ",2016-06-04,http://clatl.com/atlanta/Map?oid=1300980
"(34.00245, -84.14500)",http://clatl.com/atlanta/Map?oid=1303137,"
      
      
        
User Submitted

        
        
          Eddie Owen Presents: An Evening with John Gorka
        
        
        
      

      

      

      
         Sat., June 4, 7:30-11:30 p.m.
      
      
      
         404-478-2749
      
      
        will@eddieowenpresents.com
      

      
      Folk/Country

      
        
           
          For over two decades, Gorka's keen ear has picked up the stories of those along his path, folding them into poetry and song. Many well known artists have recorded and performed John Gorka songs, including Mary Chapin Carpenter, Nanci Griffith, Mary Black and Maura Oâ€™Connell.

          $25

          
        
      
      
      
        https://public.ticketbiscuit.com/EddieOwenPresents/Events/264745
      
      
      
      
    ",2016-06-04,http://clatl.com/atlanta/Map?oid=1303137
"(33.81774, -84.37474)",http://clatl.com/atlanta/Map?oid=10463662,"
      
      
        
User Submitted

        
        
          Rathbuns' Watch List Party
        
        
        
      

      

      

      
         Sat., June 4, 7:30 p.m.
      
      
      
      
        info@360media.net
      

      
      Dinners and Tastings, Festivals/Events

      
        
           
          For the fifth year, all eyes will be on the Southâ€™s food, beverage and design talent at the Rathbunsâ€™ Watch List party.  Presented by ADAC, this annual soiree merges Southern style and good taste. End result is an evening that is as beautiful as it is delicious.

          $85

          
        
      
      
      
        http://www.atlfoodandwinefestival.com
      
      
      
      
    ",2016-06-04,http://clatl.com/atlanta/Map?oid=10463662
"(33.79010, -84.38549)",http://clatl.com/atlanta/Map?oid=1304967,"
      
      
        
        
        
          Philip Glass and Symphonie Fantastique
        
        
        
      

      

      

      
         Sat., June 4, 8 p.m.
      
      
      
      

      
      World/Classical

      
        
           
          Enjoy a night of classical music including Violin Concerto No. 2, ""The American Four Seasons,"" and finishing with the always anticipated the Dream of a Witches' Sabbath.

          $32-$89

          
        
      
      
      
        https://www.atlantasymphony.org/ConcertsAndTickets/Calendar/2015-2016/CS24-Glass-Oundjian-McDuffie
      
      
      
      
    ",2016-06-04,http://clatl.com/atlanta/Map?oid=1304967
"(33.79303, -84.23432)",http://clatl.com/atlanta/Map?oid=16440667,"
      
      
        
User Submitted

        
        
          Plays in a Day Festival
        
        
        
      

      

      

      
         Sat., June 4, 8-9:30 p.m.
      
      
      
      

      
      Theater

      
        
           
          Students perform a set of plays that, 24 hours before, didnâ€™t exist! Within a single day, students write, direct, rehearse, tech and perform a completely new and original works of theatre. Come see what caffeine fueled creativity generates in the minds of young artists.

          Free Admission

          
        
      
      
      
        http://sites.gsu.edu/tag/category/see-a-show/
      
      
      
      
    ",2016-06-04,http://clatl.com/atlanta/Map?oid=16440667
"(33.86649, -84.46547)",http://clatl.com/atlanta/Map?oid=8353736,"
      
      
        
        
        
          Live Music - Marty Manous Band
        
        
        
      

      

      

      
         Sat., June 4, 8:30 p.m.-12:30 a.m.
      
      
      
      

      
      Rock/Pop

      
        
           
          We host some of Atlantaâ€™s favorite and upcoming talent Wednesday through Saturday evenings. Music begins at 7:30 on Wednesdays and Thursdays, 8:30 on Fridays and Saturdays. There are generally no cover charges and seating is on a first come, first served basis in the Attic Bar (we accept reservations for the dining room only). Our full dining room menu as well as a special bar snack menu are available during normal dining room hours in the Attic Bar. Â Our Late NIght Menu is available in the Attic Bar on Fridays and Saturdays from 10pm-12am. Â Please visit our web site, www.oldviningsinn.net for full menus and pricing.

          

          
        
      
      
      
      
      
      
    ",2016-06-04,http://clatl.com/atlanta/Map?oid=8353736
"(33.77380, -84.38942)",http://clatl.com/atlanta/Map?oid=1287246,"
      
      
        
        
        
          Apollo Style Open Mic Contest
        
        
        
      

      

      

      
         Sat., June 4, 9 p.m.
      
      
      
      

      
      Hip-hop/Soul

      
        
           
          Cash only at the door.

          $10-$12

          
        
      
      
      
      
      
      
    ",2016-06-04,http://clatl.com/atlanta/Map?oid=1287246
"(33.77262, -84.38556)",http://clatl.com/atlanta/Map?oid=15339849,"
      
      
        
        
        
          Jerry Fields
        
        
        
      

      

      

      
         Sat., June 4, 9 p.m.
      
      
      
      

      
      Blues/Jazz

      
        
           
          

          $10-$15

          
        
      
      
      
      
      
      
    ",2016-06-04,http://clatl.com/atlanta/Map?oid=15339849
"(33.95091, -84.52083)",http://clatl.com/atlanta/Map?oid=17229156,"
      
      
        
        
        
          Joel DaSilva & Midnight Howl
        
        
        
      

      

      

      
         Sat., June 4, 9 p.m.
      
      
      
      

      
      Blues/Jazz

      
      
      
      
      
      
    ",2016-06-04,http://clatl.com/atlanta/Map?oid=17229156
"(33.77710, -84.35254)",http://clatl.com/atlanta/Map?oid=1294674,"
      
      
        
        
        
          John NÃ©meth
        
        
        
      

      

      

      
         Sat., June 4, 9 p.m.
      
      
      
      

      
      Blues/Jazz

      
        
           
          

          $15

          
        
      
      
      
      
      
      
    ",2016-06-04,http://clatl.com/atlanta/Map?oid=1294674
"(33.76423, -84.35023)",http://clatl.com/atlanta/Map?oid=12057432,"
      
      
        
        
        
          The Songs of Bowie: From Brixton to Blackstar
        
        
        
      

      

      

      
         Sat., June 4, 9 p.m.
      
      
      
      

      
      Rock/Pop

      
        
           
          This show is all ages.

          $12

          
        
      
      
      
      
      
      
    ",2016-06-04,http://clatl.com/atlanta/Map?oid=12057432
"(33.76396, -84.34871)",http://clatl.com/atlanta/Map?oid=1293069,"
      
      
        
        
        
          Talee G - 9pm
        
        
        
      

      

      

      
         Sat., June 4, 9-11:59 p.m.
      
      
      
      

      
      Rock/Pop

      
        
           
          Talee G, or Tal, Lee and Geva, have been playing together for about 2 years as part of a bigger band, covering rock music and traveling to different locations in the east coast. We recently decided to explore and broaden our musical experience covering rock and pop songs as a trio. We put our own twist and feel into every cover concentrating on good songs and our love for good lyrics and music.Â 

*Tijuana Garage NEVER has a cover charge.

          

          
        
      
      
      
      
      
      
    ",2016-06-04,http://clatl.com/atlanta/Map?oid=1293069
"(33.95091, -84.52083)",http://clatl.com/atlanta/Map?oid=17229156,"
      
      
        
User Submitted

        
        
          Joel DaSilva, Midnight Howl
        
        
        
      

      

      

      
         Sat., June 4, 9:30 p.m.-1 a.m.
      
      
      
         470-399-5060
      
      

      
      Blues/Jazz

      
        
           
          Blues guitarist-vocalist, Joel DaSilva and the Midnight Howl, hit the road for their most ambitious U.S. tour yet.

          $10

          
        
      
      
      
        http://www.darwinsburgers.com/
      
      
      
      
    ",2016-06-04,http://clatl.com/atlanta/Map?oid=17229156
"(33.77153, -84.36737)",http://clatl.com/atlanta/Map?oid=17095310,"
      
      
        
        
        
          10,000 Maniacs
        
        
        
      

      

      

      
         Sat., June 4, 10 p.m.
      
      
      
      

      
      Rock/Pop

      
        
           
          

          $40-$50

          
        
      
      
      
      
      
      
    ",2016-06-04,http://clatl.com/atlanta/Map?oid=17095310
"(33.90360, -84.48285)",http://clatl.com/atlanta/Map?oid=4445201,"
      
      
        
        
        
          The Armory
        
        
        
      

      

      

      
         Sat., June 4, 10 p.m.
      
      
      
      

      
      Folk/Country

      
      
      
      
      
      
    ",2016-06-04,http://clatl.com/atlanta/Map?oid=4445201
"(33.76678, -84.36324)",http://clatl.com/atlanta/Map?oid=15389718,"
      
      
        
        
        
          Frosted Orange plays an album release party at Venkman's on Sat., June 4. WithÂ The Pinx, Joe Pettis, and DJ Dookie Platters
        
        
        
      

      

      

      
         Sat., June 4, 10 p.m.
      
      
      
      

      
      Rock/Pop

      
        
           
          

          $8-$15

          
        
      
      
      
      
      
      
    ",2016-06-04,http://clatl.com/atlanta/Map?oid=15389718
"(33.78484, -84.38464)",http://clatl.com/atlanta/Map?oid=16754695,"
      
      
        
        
        
          Kelly Cheats Band - 10pm
        
        
        
      

      

      

      
         Sat., June 4, 10-11:59 p.m.
      
      
      
      

      
      Rock/Pop

      
        
           
          Kelly Cheats is a very active, touring band, performing in live music venues and festivals all over the Central and Southeastern states. The band formed in 2006 in Newberry, SC over a wild, unforgetable game of spades. They combineÂ elements of Rock, Southern Pop, Funk, Blues,Â and Reggae to form a new age, catchy,Â head-bouncing sound.Â  The soulful vocal harmonies created by lead singer Trent Dipner, femaleÂ vocalist Chelsea Warbington, trombone player Junior Eargle, and guitarist David George Sink along w funky, creative beats from drummer Â Eric Phillips, sets the group apart from most. The addition of Modern Disruption's Evans Mcteer on keys, Junior Eargle on trombone, David George Sink on guitar, and Eric Phillips has reallyÂ added to the strength and fullness of their sound. David's unmatched guitar play, along with bluesy harmonica licksÂ from Trent Dipner, has really helped to highlightÂ the bands ties and love of the blues and southern rock. Junior Eargle's sleek slide-trombone playÂ and Evans Mcteer's wizardry on keysÂ livens up the party every time they sound off. Eric Phillips's steadiness brings it all together and is the last link thatÂ connects this powerhouse of talent. Their first Album release,Â Out Of The PatchÂ 2010,Â Plaugh's House Recording Studio), featured a mix of all these genres. The group just finished up with their second release,Â Keep On SmilingÂ 2016,Â Plaugh's House Recording StudioÂ and is available for purchase now!!Â Kelly Cheats has been selected as a top semi-finalist in the Belk Southern Musician Showcase. The band has been featured on 92.1 The Palm's morning show, 105.7 the Source's live feature show,Â WXRY Unsigned's live feature show, Shutter 16 Magazine, Gigspotting, and has regular rotation play on many stations all over.

FPN Midtown NEVER has a cover charge.

          

          
        
      
      
      
      
      
      
    ",2016-06-04,http://clatl.com/atlanta/Map?oid=16754695
"(33.74007, -84.34670)",http://clatl.com/atlanta/Map?oid=3212369,"
      
      
        
        
        
          Heyday - 80's Dance Party
        
        
        
      

      

      

      
         Sat., June 4, 10:22 p.m.
      
      
      
      

      
      Electronic/DJ

      
        
           
          This event is ages 21 and up.

          $5

          
        
      
      
      
      
      
      
    ",2016-06-04,http://clatl.com/atlanta/Map?oid=3212369
"(33.84724, -84.36610)",http://clatl.com/atlanta/Map?oid=4056155,"
      
      
        
User Submitted

        
        
          Boot Camp - with Candice and Jessica
        
        
        
      

      

      

      
         Sat., June 4, 9-10 a.m. and Sat., June 18, 9-10 a.m.
      
      
      
         678-500-3199
      
      

      
      Sports and Health

      
        
           
          Get a new, amped up workout with the Boot Camp gals Candice C. and Jessica M. at complimentary FIT classes. Workout companies, from Athleta, Bai Antiwater and CYB Fitlab will be on-hand at each class with exclusive freebies to snag.

          Free

          
        
      
      
      
        http://www.watlantabuckhead.com/bootcamp
      
      
      
      
    ",2016-06-04,http://clatl.com/atlanta/Map?oid=4056155
"(33.59375, -84.12559)",http://clatl.com/atlanta/Map?oid=5493009,"
      
      
        
User Submitted

        
        
          Sounds of Summer Concert Series
        
        
        
      

      

      

      
         Sat., June 4, 6-9:30 p.m., Sat., July 16, 6-9:30 p.m. and Sat., Aug. 20, 6-9:30 p.m.
      
      
      
      
        soundsofsummer@cityofstockbridge-ga.gov
      

      
      Family, Festivals/Events

      
        
           
          Join the City of Stockbridge for The Sounds of Summer Concert Series, featuring Moses Mo (of Mothers Finest) and The Upscale Band. Bring your lawn chairs and blankets. This event is great family entertainment, and there will be food and merchandise vendors on site.

          Free

          
        
      
      
      
        http://www.cityofstockbridge-ga.gov
      
      
      
      
    ",2016-06-04,http://clatl.com/atlanta/Map?oid=5493009
"(33.52813, -84.31347)",http://clatl.com/atlanta/Map?oid=17230505,"
      
      
        
User Submitted

        
        
          Movies Under the Stars
        
        
        
      

      

      

      
         Sat., June 4, 8 p.m., Fri., July 22, 8 p.m., Sat., Aug. 13, 8 p.m. and Sat., Sept. 10, 8 p.m.
      
      
      
         770-477-3766
      
      
        claytonparks@claytoncountyga.gov
      

      
      Family

      
        
           
          View website for locations and movie titles

          Free

          
        
      
      
      
        http://claytonparks.com/images/events/160239-movie-under-the-stars-FINAL.jpg
      
      
      
      
    ",2016-06-04,http://clatl.com/atlanta/Map?oid=17230505
"(33.96232, -83.37630)",http://clatl.com/atlanta/Map?oid=15499004,"
      
      
        
        
        
          Aurora
        
        
        
      

      

      

      
         Mondays-Sundays. Continues through Sept. 30
      
      
      
      
        galleryhotelindigoathens@gmail.com
      

      
      Visual Arts

      
        
           
          Jamey Grimes presents his exhibit, Aurora to Hotel Indigo. Her work uses corrugated plastic to create sculptural environments full with light and movement.

          Free

          
        
      
      
      
        http://www.indigoathens.com/about-us/gallery-indigo-athens
      
      
      
      
    ",2016-04-05,http://clatl.com/atlanta/Map?oid=15499004
"(33.83995, -84.37381)",http://clatl.com/atlanta/Map?oid=1298904,"
      
      
        
        
        
          Group Exhibit: Christopher Bucklow & Liu Bolin
        
        
        
      

      

      

      
         Tuesdays-Saturdays, 10 a.m.-5 p.m. Continues through July 9
      
      
      
         404-233-3739
      
      
        suzanne@pennhouseproductions.com
      

      
      Visual Arts

      
        
           
          The Jackson Fine Art Gallery hosts a photography exhibit containing works from Christopher Bucklow adn Liu Bolin. The series examines the relationships between subjects and their surroundings. The gallery also features photography work from Willie Anne Wright.

          Free

          
        
      
      
      
        http://www.jacksonfineart.com/
      
      
      
      
    ",2016-05-03,http://clatl.com/atlanta/Map?oid=1298904
"(33.84785, -84.36360)",http://clatl.com/atlanta/Map?oid=2396527,"
      
      
        
        
        
          Striking Poses
        
        
        
      

      

      

      
         Mondays-Sundays, 10 a.m. Continues through Dec. 31
      
      
      
         404-233-3993
      
      
        cdennis@bravepublicrelations.com
      

      
      Fashion, Visual Arts

      
        
           
          Well-known Atlanta-based photographer Ben Rose collaborates with Lenox Square to bring the permanent fashion exhibit, Striking Poses to the entrance between Cartier and Escada in the Neiman Marcus wing.

          

          
        
      
      
      
        https://www.facebook.com/LenoxSquareMall/photos/a.108131485906230.6835.104076542978391/1057144664338236/?type=3&theater
      
      
      
      
    ",2016-03-15,http://clatl.com/atlanta/Map?oid=2396527
"(33.79278, -84.38970)",http://clatl.com/atlanta/Map?oid=1297989,"
      
      
        
User Submitted

        
        
          The Swan: An Ugly Duckling Tale
        
        
        
      

      

      

      
         Saturdays, 1 & 11 p.m. and Saturdays, Sundays, 1 & 3 p.m. Continues through June 4
      
      
      
         404-873-3391
      
      

      
      Theater, Family, Tuesday

      
        
           
          This performance is put on by Le ThÃ©Ã¢tre de Deux Mains of MontrÃ©al, QuÃ©bec, Canada. The director was inspired at the opportunity to tell a story without words. When a little bird is born and doesnâ€™t look like the birds around him, he goes in search of his parents. The play is a must see performance based on Hans Christian Andersenâ€™s, The Ugly Duckling. Best for ages 4 and up

          $10.25-$20.50

          
        
      
      
      
        http://puppet.org/events/2016-17/the-swan-an-ugly-duckling-tale/
      
      
      
      
    ",2016-05-24,http://clatl.com/atlanta/Map?oid=1297989
"(33.79010, -84.38549)",http://clatl.com/atlanta/Map?oid=1297404,"
      
      
        
        
        
          Babies in Space
        
        
        
      

      

      

      
         Saturdays, 9:30, 10:30 & 11:30 a.m. and Sundays, 1, 2 & 3 p.m. Continues through Sept. 4
      
      
      
         404-733-4650
      
      
        Beth@dashboard.us
      

      
      Theater

      
        
           
          The outer space-inspired play space for young children features digital and sculptural works by Alabama-based artist Jane Cassidy and Minnesota-based artist Kelly Oâ€™Brien. The event also features dance performances created and performed by Atlanta's Fly on the Wall Dance Collective.

          Free-$10

          
        
      
      
      
        http://www.alliancetheatre.org/space
      
      
      
      
    ",2016-05-17,http://clatl.com/atlanta/Map?oid=1297404
"(34.01478, -84.22279)",http://clatl.com/atlanta/Map?oid=7114297,"
      
      
        
User Submitted

        
        
          Tutoring for Teens
        
        
        
      

      

      

      
         Wednesdays, Saturdays, 10:30 a.m. Continues through Aug. 3
      
      
      
      

      
      Organizations

      
        
           
          Experienced tutor Christina Perry will provide personalized instruction on all areas of SAT, ACT, or CRCT and middle and high school math and language arts.

          Free

          
        
      
      
      
        http://www.afpls.org
      
      
      
      
    ",2016-06-01,http://clatl.com/atlanta/Map?oid=7114297
"(33.95739, -83.98753)",http://clatl.com/atlanta/Map?oid=1298271,"
      
      
        
User Submitted

        
        
          Iâ€™m Not Rappaport
        
        
        
      

      

      

      
         Wednesdays-Saturdays, 8-10 p.m. and Saturdays, Sundays, 2:30-4:30 p.m. Continues through June 5
      
      
      
      

      
      Theater

      
        
           
          Based on the authorâ€™s real-life encounter, the touching tale follows the daily ritual of two elderly men who inhabit a bench in New York Cityâ€™s bustling Central Park. While both dream of escaping the current realities of life, they end up finding solace in each otherâ€™s company.

          $20-$55

          
        
      
      
      
        http://www.auroratheatre.com/on-stage/2015-2016-signature-series/im-not-rappaport/
      
      
      
      
    ",2016-05-11,http://clatl.com/atlanta/Map?oid=1298271
"(33.78920, -84.38487)",http://clatl.com/atlanta/Map?oid=1302254,"
      
      
        
Members Pick

        
        
          African Art: Building the Collections
        
        
        
      

      

      

      
         Mondays-Sundays. Continues through June 30
      
      
      
      

      
      Visual Arts

      
        
           
          The High is showcasing more than 40 recent additions to its African Art section to celebrate the expansions of the Fred and Rita Richman Gallery for African Art. The expansion was made possible by a large pledge from the Richman's, longtime patrons of the museum.

          

          
        
      
      
      
      
      
      
    ",2016-05-19,http://clatl.com/atlanta/Map?oid=1302254
"(33.78920, -84.38487)",http://clatl.com/atlanta/Map?oid=1302254,"
      
      
        
        
        
          A Cut Above: Wood Sculptures
        
        
        
      

      

      

      
         Mondays-Sundays. Continues through Oct. 30
      
      
      
      

      
      Visual Arts

      
        
           
          This exhibit features various wood pieces from the Gordon W. Bailey Collection. The works highlight contemporary art and the self taught style of many Southern, African American artists.

          

          
        
      
      
      
      
      
      
    ",2016-05-19,http://clatl.com/atlanta/Map?oid=1302254
"(33.78920, -84.38487)",http://clatl.com/atlanta/Map?oid=1302254,"
      
      
        
        
        
          Molly Hatch's Physic Garden
        
        
        
      

      

      

      
         Mondays-Sundays. Continues through June 19
      
      
      
      

      
      Visual Arts

      
        
           
          Molly Hatch, a contemporary ceramicist, has created a work that mimics the design of two 1755 Chelsea Factory plates. Hand painting each tile, she stacked 456 plates to reinterpret famous decorative designs.

          

          
        
      
      
      
      
      
      
    ",2016-05-19,http://clatl.com/atlanta/Map?oid=1302254
"(33.78920, -84.38487)",http://clatl.com/atlanta/Map?oid=1302254,"
      
      
        
        
        
          Paul Stephen Benjamin: Black is the Color
        
        
        
      

      

      

      
         Mondays-Sundays. Continues through June 19
      
      
      
      

      
      Visual Arts

      
        
           
          Nina Simoneâ€™s 1959 Town Hall performance of â€œBlack Is the Color of My True Loveâ€™s Hair,"" plays on old television monitors, flashing in and out to create a sort of erie round. Benjamin's refashioning of the music, along with the exposed wires and cords, allows the art to point towards the deteriorating yet looping quality of the work.

          

          
        
      
      
      
      
      
      
    ",2016-05-19,http://clatl.com/atlanta/Map?oid=1302254
"(33.77400, -84.32775)",http://clatl.com/atlanta/Map?oid=1302588,"
      
      
        
Members Pick

        
        
          Creatures of Light: Natureâ€™s Bioluminescence
        
        
        
      

      

      

      
         Mondays-Saturdays, 10 a.m.-5 p.m. and Sundays, 12-5 p.m. Continues through Aug. 14
      
      
      
         404-929-6300
      
      
        Kayla.Rumpfeldt@fernbankmuseum.org
      

      
      Visual Arts

      
        
           
          Through a series of re-created environments, audiences learn about thousands of living organisms that blink, glow, and flash, how they use light to attract mates, lure unsuspecting prey, or defend against predators, and how scientists study these creatures.

          Free-$18

          
        
      
      
      
        http://www.fernbankmuseum.org/explore/special-exhibitions/creatures-of-light/
      
      
      
      
    ",2016-03-31,http://clatl.com/atlanta/Map?oid=1302588
"(33.79045, -84.38500)",http://clatl.com/atlanta/Map?oid=1299227,"
      
      
        
        
        
          Make-Believe America
        
        
        
      

      

      

      
         Tuesdays, Wednesdays, Sundays, 12-6 p.m., Thursdays, 12-8 p.m. and Saturdays, 10 a.m.-6 p.m. Continues through June 12
      
      
      
      

      
      Visual Arts

      
        
           
          Curated by Andrew J. Wulf, this exhibit explores the height of U.S. cultural exhibitions and demonstrates the ways in which design was used as a persuasive force. The exhibit features the work of Herbert Bayer, Charles and Ray Eames, George Nelson and R. Buckminster Fuller. Register in advance for tours.

          $5-$10

          
        
      
      
      
      
      
      
    ",2016-02-28,http://clatl.com/atlanta/Map?oid=1299227
"(33.78337, -84.38360)",http://clatl.com/atlanta/Map?oid=1410621,"
      
      
        
CL Recommends
Members Pick

        
        
          Atlanta Food & Wine Festival
        
        
        
      

      

      

      
         Sat., June 4, 9 a.m.-5:30 p.m. and Sun., June 5, 12-4:30 p.m.
      
      
      
      

      
      Food Festivals and Events, Dinners and Tastings, Festivals/Events, Summer Guide, Friday

      
        
           
          The three-day event features in-depth seminars and learning experiences throughout the day, including cooking and cocktail demonstrations, food and drink tastings, expert panel discussions, and exclusive dinners with the chefs. Head over to the festivalâ€™s massive â€œall-you-can-indulgeâ€ tasting tents and fill up on culinary creations from some of the regionâ€™s most talented chefs and bartenders. This year, the festival is introducing Vineyard in the City â€” a pop-up vineyard and event space that will be used for master classes, Sunday brunch, a sommelier wine lunch, and other festival events.

          $45-$2,000

          
        
      
      
      
        http://www.atlfoodandwinefestival.com
      
      
      
      
    ",2016-06-02,http://clatl.com/atlanta/Map?oid=1410621
"(33.85315, -84.36023)",http://clatl.com/atlanta/Map?oid=9456803,"
      
      
        
CL Recommends

        
        
          Salt Block Cooking 101
        
        
        
      

      

      

      
         Sun., June 5, 2-4 p.m.
      
      
      
      

      
      Classes and Demos, Summer Guide, Sunday

      
        
           
          Kick your cooking up a notch by incorporating salt block techniques into your summer dishes. Himalayan salt blocks can be used to chill, cook, grill, and serves all kinds of ingredients, from vegetables and proteins to chocolate and caramel. Salt blocks are coveted for their delicate saltiness and even heat distribution. Master the salt block by making a varied menu that includes watermelon and feta salad, salt-crust scallops with Thai lime dipping sauce, and salt-melted chocolate fondue with bacon.

          $33-$69

          
        
      
      
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=9456803
"(33.52021, -84.73225)",http://clatl.com/atlanta/Map?oid=14385011,"
      
      
        
User Submitted

        
        
          Art Over Dinner: Serenbe Playhouse's ""Of Mice and Men""
        
        
        
      

      

      

      
         Sun., June 5, 6-9 p.m.
      
      
      
         404-463-6005
      
      
        kirstin@serenbe.com
      

      
      Dinners and Tastings, Lectures, Food and Drink

      
        
           
          Lexus and Serenbe present Art Over Dinner, a series of intimate gatherings with artists, personalities and the organizations that support their work. On June 5th we welcome Serenbe Playhouse's director and cast of Of Mice and Men. Serenbe Playhouse is a professional theatre company committed to producing bold new works.

          $85.00

          
        
      
      
      
        http://serenbe.com/events
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=14385011
"(33.76162, -84.39510)",http://clatl.com/atlanta/Map?oid=1301427,"
      
      
        
CL Recommends

        
        
          Festival of Chariots Atlanta
        
        
        
      

      

      

      
         Sat., June 4, 10 a.m.-9 p.m. and Sun., June 5, 10 a.m.-6 p.m.
      
      
      
      

      
      Festivals/Events, Summer Guide, Saturday

      
        
           
          The heart of the festival is the parade (Sat., June 4, 11 a.m.-3 p.m.), a 2- to 3-mile procession, where an elaborate and colorful chariot covered in everything from swans to fresh flowers is drawn along Peachtree by ropes a hundred feet long. Traditionally, the festival known to Hindus as Ratha yatra, is in celebration of Lord Krishna and his devotees and is known for its lively dancing, worshipping, and chanting. Today festivalgoers can expect live music from drummers and hand cymbalists in addition to dance performances showcasing the ancient art worship form of Odissi. If your feet get tired, break in the mantra meditation and yoga tents set up alongside the parade or adorn yourself with some first-class henna. Open to everyone regardless of religion background, organizers only ask that you bring your â€œselfless assistanceâ€ in making sure everyone has a good time.

          Free

          
        
      
      
      
        http://www.festivalofchariotsatl.com
      
      
      
      
    ",2016-06-03,http://clatl.com/atlanta/Map?oid=1301427
"(33.77104, -84.36480)",http://clatl.com/atlanta/Map?oid=1294950,"
      
      
        
User Submitted

        
        
          Eve 6
        
        
        
      

      

      

      
         Sun., June 5, 7 p.m.
      
      
      
         404-577-8178
      
      

      
      Rock/Pop

      
        
           
          Hell, All Ages

          $20

          
        
      
      
      
        http://www.masqueradeatlanta.com/events/eve-6
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=1294950
"(33.77104, -84.36480)",http://clatl.com/atlanta/Map?oid=1294950,"
      
      
        
User Submitted

        
        
          Fishbone
        
        
        
      

      

      

      
         Sun., June 5, 7 p.m.-12:45 a.m.
      
      
      
      
        masq.promo@gmail.com
      

      
      Rock/Pop

      
        
           
          

          $15

          
        
      
      
      
        https://www.facebook.com/events/975654479188961
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=1294950
"(33.79010, -84.38549)",http://clatl.com/atlanta/Map?oid=1304967,"
      
      
        
CL Recommends

        
        
          Cyndi Lauper
        
        
        
      

      

      

      
         Sun., June 5, 8 p.m.
      
      
      
      

      
      Rock/Pop, Summer Guide, Sunday

      
        
           
          Stylistic shape-shifter, activist, and inimitable pop icon, Cyndi Lauper has been successfully reinventing herself for the better part of three decades. Expertly wielding her unmistakable voice, Lauper has conquered genre after genre, from pop to jazz to blues. For her latest studio album, Detour, Lauper has again reinvented herself, this time as a country-Western chanteuse. Featuring covers of country classics like L.E. Whiteâ€™s â€œYouâ€™re the Reason Our Kids are Uglyâ€ (made famous by Loretta Lynn and Conway Twitty) and duets with the likes of Emmylou Harris and Willie Nelson, Detour stands to become another classic in the Cyndi Lauper canon.

          $35.50-$99.50

          
        
      
      
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=1304967
"(33.83772, -84.38111)",http://clatl.com/atlanta/Map?oid=12518686,"
      
      
        
CL Recommends
Members Pick

        
        
          Basque in the Sun
        
        
        
      

      

      

      
         First Sunday of every month, 5-8 p.m.
      
      
      
         404-939-9840
      
      

      
      Weekly Dining Deals

      
        
           
          Every Sunday evening, the Gypsy Kitchen will host food and drink specials on their open-air patio. The weekly special with begin on April 26 with a kick-off party, and will continue until further notice. Guests can expect $5 sangria, $4 tinto de veranos, and half off selected dishes.

          $4-$10

          
        
      
      
      
        http://www.gypsykitchenatl.com/
      
      
      
      
    ",2015-04-05,http://clatl.com/atlanta/Map?oid=12518686
